Date,Open,High,Low,Close,Adj Close,Volume
2022-05-04,14.726156,16.308697,14.702761,16.305258,16.305258,747195893
2022-05-05,16.301308,16.418749,14.187897,14.581028,14.581028,953754626
2022-05-06,14.579420,14.639583,13.941613,14.313102,14.313102,868156078
2022-05-07,14.313728,14.352659,13.476185,13.775654,13.775654,593983001
2022-05-08,13.774422,13.825541,13.087564,13.254074,13.254074,758610863
2022-05-09,13.257022,13.464955,10.767036,10.767036,10.767036,1529550074
2022-05-10,10.768371,12.333800,10.449965,11.358492,11.358492,1771556667
2022-05-11,11.350789,11.611337,8.285613,8.956188,8.956188,2370958313
2022-05-12,8.966533,9.430751,7.323471,8.745313,8.745313,1718065655
2022-05-13,8.735124,11.725416,8.581082,10.493300,10.493300,1860790600
2022-05-14,10.493467,11.500017,9.828200,11.350681,11.350681,1414801522
2022-05-15,11.347429,11.817571,10.641636,11.795572,11.795572,972329755
2022-05-16,11.794240,11.794240,10.438909,10.624635,10.624635,900666870
2022-05-17,10.627954,11.294476,10.483643,11.034236,11.034236,763521915
2022-05-18,11.036878,11.144734,9.506676,9.506676,9.506676,877968843
2022-05-19,9.499154,10.322462,9.271721,10.041606,10.041606,853915374
2022-05-20,10.040569,10.224775,9.471944,9.684748,9.684748,640193446
2022-05-21,9.684635,10.049249,9.522652,9.992507,9.992507,423592840
2022-05-22,9.991726,10.307510,9.897075,10.186108,10.186108,478292426
2022-05-23,10.181099,10.703514,9.886961,9.886961,9.886961,865694286
2022-05-24,9.887098,10.247550,9.615049,10.181180,10.181180,662049564
2022-05-25,10.180363,10.312263,9.853635,9.866582,9.866582,575708120
2022-05-26,9.868945,9.984594,8.906410,9.181025,9.181025,871673940
2022-05-27,9.175747,9.912983,8.611330,9.131903,9.131903,1254089101
2022-05-28,9.278752,9.731382,9.018473,9.666282,9.666282,592729298
2022-05-29,9.664533,9.990902,9.361500,9.980677,9.980677,575259942
2022-05-30,9.979770,10.725054,9.930279,10.454896,10.454896,736851354
2022-05-31,10.454356,10.622460,10.017511,10.366197,10.366197,666603022
2022-06-01,10.365609,10.680345,9.343414,9.471385,9.471385,699424637
2022-06-02,9.468799,10.019992,9.338068,9.897680,9.897680,506177410
2022-06-03,9.898209,9.900988,9.242090,9.376930,9.376930,414732607
2022-06-04,9.378784,9.529033,9.172822,9.430593,9.430593,281076248
2022-06-05,9.431597,9.538891,9.281651,9.344997,9.344997,236104496
2022-06-06,9.347748,9.923118,9.340058,9.492770,9.492770,413763076
2022-06-07,9.494083,9.495785,8.914119,9.228157,9.228157,446295667
2022-06-08,9.226099,9.369206,8.942379,9.003772,9.003772,341420388
