Date,Open,High,Low,Close,Adj Close,Volume
2022-05-04,0.072033,0.085893,0.070279,0.085893,0.085893,14887879
2022-05-05,0.085893,0.089218,0.071917,0.074606,0.074606,18615097
2022-05-06,0.074606,0.087751,0.072974,0.086346,0.086346,17992802
2022-05-07,0.086345,0.088021,0.080314,0.083249,0.083249,17542317
2022-05-08,0.083249,0.090452,0.080637,0.087228,0.087228,19029840
2022-05-09,0.087230,0.087780,0.072321,0.073483,0.073483,22784132
2022-05-10,0.073486,0.081992,0.071743,0.076770,0.076770,19799674
2022-05-11,0.076770,0.079854,0.063987,0.074358,0.074358,33452784
2022-05-12,0.074359,0.078652,0.065840,0.067249,0.067249,20248651
2022-05-13,0.067243,0.076139,0.066646,0.073960,0.073960,11402518
2022-05-14,0.073960,0.075715,0.070855,0.072263,0.072263,6825562
2022-05-15,0.072263,0.072305,0.067941,0.072175,0.072175,7219577
2022-05-16,0.072176,0.072176,0.067366,0.069125,0.069125,3731586
2022-05-17,0.069124,0.073476,0.069091,0.072424,0.072424,3216454
2022-05-18,0.072424,0.072544,0.069600,0.071003,0.071003,2378698
2022-05-19,0.071003,0.074425,0.070278,0.073783,0.073783,7374501
2022-05-20,0.073783,0.074712,0.070192,0.071315,0.071315,3788775
2022-05-21,0.071320,0.075443,0.070636,0.074102,0.074102,2546481
2022-05-22,0.074101,0.078179,0.073802,0.078042,0.078042,1834184
2022-05-23,0.078042,0.082074,0.075657,0.076238,0.076238,5774588
2022-05-24,0.076238,0.082544,0.076170,0.080548,0.080548,7427751
2022-05-25,0.080547,0.085461,0.080240,0.084617,0.084617,5007282
2022-05-26,0.084616,0.086055,0.079530,0.082353,0.082353,8471648
2022-05-27,0.082353,0.083258,0.078553,0.080406,0.080406,6164630
2022-05-28,0.079999,0.082233,0.079178,0.081320,0.081320,2682421
2022-05-29,0.081321,0.081940,0.078557,0.080284,0.080284,2304642
2022-05-30,0.080285,0.084049,0.080268,0.083331,0.083331,2760721
2022-05-31,0.083331,0.083824,0.079620,0.083823,0.083823,2904488
2022-06-01,0.083823,0.090793,0.082344,0.083554,0.083554,8420786
2022-06-02,0.083552,0.085279,0.081329,0.084262,0.084262,4205277
2022-06-03,0.084263,0.085816,0.080684,0.080981,0.080981,2582838
2022-06-04,0.080981,0.081014,0.076913,0.080290,0.080290,3280408
2022-06-05,0.080290,0.082228,0.079426,0.081541,0.081541,1361386
2022-06-06,0.081540,0.084565,0.081315,0.081840,0.081840,1872809
2022-06-07,0.081838,0.082707,0.079118,0.082242,0.082242,2895268
2022-06-08,0.082241,0.082340,0.079835,0.080660,0.080660,2114881
2022-06-09,0.080662,0.081981,0.080260,0.080964,0.080964,2785364
2022-06-10,0.080967,0.081284,0.079031,0.079046,0.079046,1300179
2022-06-11,0.079044,0.080025,0.075081,0.075945,0.075945,2583299
2022-06-12,0.075947,0.078227,0.074212,0.076481,0.076481,4885208
2022-06-13,0.076477,0.076477,0.061149,0.063443,0.063443,22181040
2022-06-14,0.063445,0.064437,0.052445,0.055917,0.055917,16087164
2022-06-15,0.055915,0.063556,0.047332,0.062795,0.062795,25010391
2022-06-16,0.062793,0.065210,0.058500,0.058953,0.058953,9223444
2022-06-17,0.058956,0.062634,0.058844,0.059910,0.059910,5012370
2022-06-18,0.059908,0.061862,0.057228,0.060887,0.060887,7824781
2022-06-19,0.060887,0.062621,0.058661,0.061377,0.061377,5069523
2022-06-20,0.061375,0.061782,0.059612,0.061138,0.061138,6545151
2022-06-21,0.061138,0.066431,0.061099,0.064777,0.064777,7363810
2022-06-22,0.064779,0.065562,0.063167,0.063243,0.063243,5245622
2022-06-23,0.063244,0.064157,0.063148,0.064080,0.064080,0
2022-06-24,0.064080,0.064080,0.064080,0.064080,0.064080,0
2022-06-25,0.064080,0.064080,0.064080,0.064080,0.064080,0
2022-06-26,0.064080,0.064080,0.064080,0.064080,0.064080,0
2022-06-27,0.064080,0.069942,0.064080,0.067039,0.067039,3047188
2022-06-28,0.067039,0.067971,0.065401,0.067800,0.067800,0
2022-06-29,0.067800,0.067800,0.064218,0.064653,0.064653,2006450
2022-06-30,0.064653,0.065675,0.062401,0.064684,0.064684,3120719
2022-07-01,0.064689,0.066002,0.064341,0.065062,0.065062,2356257
2022-07-02,0.065063,0.065186,0.064507,0.064871,0.064871,835498
2022-07-03,0.064871,0.066125,0.062674,0.066124,0.066124,1876505
2022-07-04,0.066123,0.067309,0.065650,0.067032,0.067032,1589566
2022-07-05,0.067033,0.068663,0.066729,0.068314,0.068314,1752361
2022-07-06,0.068315,0.068318,0.066967,0.067644,0.067644,1112274
2022-07-07,0.067643,0.068577,0.066386,0.068524,0.068524,859919
2022-07-08,0.068522,0.069503,0.067827,0.069251,0.069251,1360238
2022-07-09,0.069258,0.071014,0.069062,0.069949,0.069949,1011182
2022-07-10,0.069949,0.069950,0.067410,0.067461,0.067461,795157
2022-07-11,0.067460,0.067495,0.064711,0.064712,0.064712,979971
2022-07-12,0.064711,0.065488,0.064603,0.064737,0.064737,1049731
2022-07-13,0.064737,0.066055,0.063890,0.066055,0.066055,1695469
